length,domain,segments
3,jeonbuk.kr,2
3,jeonnam.kr,2
3,seoul.kr,2
3,ulsan.kr,2
3,kw,1
2,ky,1
3,edu.ky,2
3,gov.ky,2
3,com.ky,2
3,org.ky,2
3,net.ky,2
2,kz,1
3,org.kz,2
3,edu.kz,2
3,net.kz,2
3,gov.kz,2
3,mil.kz,2
3,com.kz,2
2,la,1
3,int.la,2
3,net.la,2
3,info.la,2
3,edu.la,2
3,gov.la,2
3,per.la,2
3,com.la,2
3,org.la,2
2,lb,1
3,com.lb,2
3,edu.lb,2
3,gov.lb,2
3,net.lb,2
3,org.lb,2
2,lc,1
3,com.lc,2
3,net.lc,2
3,co.lc,2
3,org.lc,2
3,edu.lc,2
3,gov.lc,2
2,li,1
2,lk,1
3,gov.lk,2
3,sch.lk,2
3,net.lk,2
3,int.lk,2
3,com.lk,2
3,org.lk,2
3,edu.lk,2
3,ngo.lk,2
3,soc.lk,2
3,web.lk,2
3,ltd.lk,2
3,assn.lk,2
3,grp.lk,2
3,hotel.lk,2
2,lr,1
3,com.lr,2
3,edu.lr,2
3,gov.lr,2
3,org.lr,2
3,net.lr,2
2,ls,1
3,co.ls,2
3,org.ls,2
2,lt,1
3,gov.lt,2
2,lu,1
2,lv,1
3,com.lv,2
3,edu.lv,2
3,gov.lv,2
3,org.lv,2
3,mil.lv,2
3,id.lv,2
3,net.lv,2
3,asn.lv,2
3,conf.lv,2
2,ly,1
3,com.ly,2
3,net.ly,2
3,gov.ly,2
3,plc.ly,2
3,edu.ly,2
3,sch.ly,2
3,med.ly,2
3,org.ly,2
3,id.ly,2
2,ma,1
3,co.ma,2
3,net.ma,2
3,gov.ma,2
3,org.ma,2
3,ac.ma,2
3,press.ma,2
2,mc,1
3,tm.mc,2
3,asso.mc,2
2,md,1
2,me,1
3,co.me,2
3,net.me,2
3,org.me,2
3,edu.me,2
3,ac.me,2
3,gov.me,2
3,its.me,2
3,priv.me,2
2,mg,1
3,org.mg,2
3,nom.mg,2
3,gov.mg,2
3,prd.mg,2
3,tm.mg,2
3,edu.mg,2
3,mil.mg,2
3,com.mg,2
2,mh,1
2,mil,1
2,mk,1
3,com.mk,2
3,org.mk,2
3,net.mk,2
3,edu.mk,2
3,gov.mk,2
3,inf.mk,2
3,name.mk,2
2,ml,1
3,com.ml,2
3,edu.ml,2
3,gouv.ml,2
3,gov.ml,2
3,net.ml,2
3,org.ml,2
3,presse.ml,2
3,mm,1
2,mn,1
3,gov.mn,2
3,edu.mn,2
3,org.mn,2
2,mo,1
3,com.mo,2
3,net.mo,2
3,org.mo,2
3,edu.mo,2
3,gov.mo,2
2,mobi,1
2,mp,1
2,mq,1
2,mr,1
3,gov.mr,2
2,ms,1
3,com.ms,2
3,edu.ms,2
3,gov.ms,2
3,net.ms,2
3,org.ms,2
2,mt,1
3,com.mt,2
3,edu.mt,2
3,net.mt,2
3,org.mt,2
2,mu,1
3,com.mu,2
3,net.mu,2
3,org.mu,2
3,gov.mu,2
3,ac.mu,2
3,co.mu,2
3,or.mu,2
2,museum,1
3,academy.museum,2
3,agriculture.museum,2
3,air.museum,2
3,airguard.museum,2
3,alabama.museum,2
3,alaska.museum,2
3,amber.museum,2
3,ambulance.museum,2
3,american.museum,2
3,americana.museum,2
3,americanantiques.museum,2
3,americanart.museum,2
3,amsterdam.museum,2
3,and.museum,2
3,annefrank.museum,2
3,anthro.museum,2
3,anthropology.museum,2
3,antiques.museum,2
3,aquarium.museum,2
3,arboretum.museum,2
3,archaeological.museum,2
3,archaeology.museum,2
3,architecture.museum,2
3,art.museum,2
3,artanddesign.museum,2
3,artcenter.museum,2
3,artdeco.museum,2
3,arteducation.museum,2
3,artgallery.museum,2
3,arts.museum,2
3,artsandcrafts.museum,2
3,asmatart.museum,2
3,assassination.museum,2
3,assisi.museum,2
3,association.museum,2
3,astronomy.museum,2
3,atlanta.museum,2
3,austin.museum,2
3,australia.museum,2
3,automotive.museum,2
3,aviation.museum,2
3,axis.museum,2
3,badajoz.museum,2
3,baghdad.museum,2
3,bahn.museum,2
3,bale.museum,2
3,baltimore.museum,2
3,barcelona.museum,2
3,baseball.museum,2
3,basel.museum,2
3,baths.museum,2
3,bauern.museum,2
3,beauxarts.museum,2
3,beeldengeluid.museum,2
3,bellevue.museum,2
3,bergbau.museum,2
3,berkeley.museum,2
3,berlin.museum,2
3,bern.museum,2
3,bible.museum,2
3,bilbao.museum,2
3,bill.museum,2
3,birdart.museum,2
3,birthplace.museum,2
3,bonn.museum,2
3,boston.museum,2
3,botanical.museum,2
3,botanicalgarden.museum,2
3,botanicgarden.museum,2
3,botany.museum,2
3,brandywinevalley.museum,2
3,brasil.museum,2
3,bristol.museum,2
3,british.museum,2
3,britishcolumbia.museum,2
3,broadcast.museum,2
3,brunel.museum,2
3,brussel.museum,2
3,brussels.museum,2
3,bruxelles.museum,2
3,building.museum,2
3,burghof.museum,2
3,bus.museum,2
3,bushey.museum,2
3,cadaques.museum,2
3,california.museum,2
3,cambridge.museum,2
3,can.museum,2
3,canada.museum,2
3,capebreton.museum,2
3,carrier.museum,2
3,cartoonart.museum,2
3,casadelamoneda.museum,2
3,castle.museum,2
3,castres.museum,2
3,celtic.museum,2
3,center.museum,2
3,chattanooga.museum,2
3,cheltenham.museum,2
3,chesapeakebay.museum,2
3,chicago.museum,2
3,children.museum,2
3,childrens.museum,2
3,childrensgarden.museum,2
3,chiropractic.museum,2
3,chocolate.museum,2
3,christiansburg.museum,2
3,cincinnati.museum,2
3,cinema.museum,2
3,circus.museum,2
3,civilisation.museum,2
3,civilization.museum,2
3,civilwar.museum,2
3,clinton.museum,2
3,clock.museum,2
3,coal.museum,2
3,coastaldefence.museum,2
3,cody.museum,2
3,coldwar.museum,2
3,collection.museum,2
3,colonialwilliamsburg.museum,2
3,coloradoplateau.museum,2
3,columbia.museum,2
3,columbus.museum,2
3,communication.museum,2
3,communications.museum,2
3,community.museum,2
3,computer.museum,2
3,computerhistory.museum,2
3,comunicações.museum,2
3,xn--comunicaes-v6a2o.museum,2
3,contemporary.museum,2
3,contemporaryart.museum,2
3,convent.museum,2
3,copenhagen.museum,2
3,corporation.museum,2
3,correios-e-telecomunicações.museum,2
3,xn--correios-e-telecomunicaes-ghc29a.museum,2
3,corvette.museum,2
3,costume.museum,2
3,countryestate.museum,2
3,county.museum,2
3,crafts.museum,2
3,cranbrook.museum,2
3,creation.museum,2
3,cultural.museum,2
3,culturalcenter.museum,2
3,culture.museum,2
3,cyber.museum,2
3,cymru.museum,2
3,dali.museum,2
3,dallas.museum,2
3,database.museum,2
3,ddr.museum,2
3,decorativearts.museum,2
3,delaware.museum,2
3,delmenhorst.museum,2
3,denmark.museum,2
3,depot.museum,2
3,design.museum,2
3,detroit.museum,2
3,dinosaur.museum,2
3,discovery.museum,2
3,dolls.museum,2
3,donostia.museum,2
3,durham.museum,2
3,eastafrica.museum,2
3,eastcoast.museum,2
3,education.museum,2
3,educational.museum,2
3,egyptian.museum,2
3,eisenbahn.museum,2
3,elburg.museum,2
3,elvendrell.museum,2
3,embroidery.museum,2
3,encyclopedic.museum,2
3,england.museum,2
3,entomology.museum,2
3,environment.museum,2
3,environmentalconservation.museum,2
3,epilepsy.museum,2
3,essex.museum,2
3,estate.museum,2
3,ethnology.museum,2
3,exeter.museum,2
3,exhibition.museum,2
3,family.museum,2
3,farm.museum,2
3,farmequipment.museum,2
3,farmers.museum,2
3,farmstead.museum,2
3,field.museum,2
3,figueres.museum,2
3,filatelia.museum,2
3,film.museum,2
3,fineart.museum,2
3,finearts.museum,2
3,finland.museum,2
3,flanders.museum,2
3,florida.museum,2
3,force.museum,2
3,fortmissoula.museum,2
3,fortworth.museum,2
3,foundation.museum,2
3,francaise.museum,2
3,frankfurt.museum,2
3,franziskaner.museum,2
3,freemasonry.museum,2
3,freiburg.museum,2
3,fribourg.museum,2
3,frog.museum,2
3,fundacio.museum,2
3,furniture.museum,2
3,gallery.museum,2
3,garden.museum,2
3,gateway.museum,2
3,geelvinck.museum,2
3,gemological.museum,2
3,geology.museum,2
3,georgia.museum,2
3,giessen.museum,2
3,glas.museum,2
3,glass.museum,2
3,gorge.museum,2
3,grandrapids.museum,2
3,graz.museum,2
3,guernsey.museum,2
3,halloffame.museum,2
3,hamburg.museum,2
3,handson.museum,2
3,harvestcelebration.museum,2
3,hawaii.museum,2
3,health.museum,2
3,heimatunduhren.museum,2
3,hellas.museum,2
3,helsinki.museum,2
3,hembygdsforbund.museum,2
3,heritage.museum,2
3,histoire.museum,2
3,historical.museum,2
3,historicalsociety.museum,2
3,historichouses.museum,2
3,historisch.museum,2
3,historisches.museum,2
3,history.museum,2
3,historyofscience.museum,2
3,horology.museum,2
3,house.museum,2
3,humanities.museum,2
3,illustration.museum,2
3,imageandsound.museum,2
3,indian.museum,2
3,indiana.museum,2
3,indianapolis.museum,2
3,indianmarket.museum,2
3,intelligence.museum,2
3,interactive.museum,2
3,iraq.museum,2
3,iron.museum,2
3,isleofman.museum,2
3,jamison.museum,2
3,jefferson.museum,2
3,jerusalem.museum,2
3,jewelry.museum,2
3,jewish.museum,2
3,jewishart.museum,2
3,jfk.museum,2
3,journalism.museum,2
3,judaica.museum,2
3,judygarland.museum,2
3,juedisches.museum,2
3,juif.museum,2
3,karate.museum,2
3,karikatur.museum,2
3,kids.museum,2
3,koebenhavn.museum,2
3,koeln.museum,2
3,kunst.museum,2
3,kunstsammlung.museum,2
3,kunstunddesign.museum,2
3,labor.museum,2
3,labour.museum,2
3,lajolla.museum,2
3,lancashire.museum,2
3,landes.museum,2
3,lans.museum,2
3,läns.museum,2
3,xn--lns-qla.museum,2
3,larsson.museum,2
3,lewismiller.museum,2
3,lincoln.museum,2
3,linz.museum,2
3,living.museum,2
3,livinghistory.museum,2
3,localhistory.museum,2
3,london.museum,2
3,losangeles.museum,2
3,louvre.museum,2
3,loyalist.museum,2
3,lucerne.museum,2
3,luxembourg.museum,2
3,luzern.museum,2
3,mad.museum,2
3,madrid.museum,2
3,mallorca.museum,2
3,manchester.museum,2
3,mansion.museum,2
3,mansions.museum,2
3,manx.museum,2
3,marburg.museum,2
3,maritime.museum,2
3,maritimo.museum,2
3,maryland.museum,2
3,marylhurst.museum,2
3,media.museum,2
3,medical.museum,2
3,medizinhistorisches.museum,2
3,meeres.museum,2
3,memorial.museum,2
3,mesaverde.museum,2
3,michigan.museum,2
3,midatlantic.museum,2
3,military.museum,2
3,mill.museum,2
3,miners.museum,2
3,mining.museum,2
3,minnesota.museum,2
3,missile.museum,2
3,missoula.museum,2
3,modern.museum,2
3,moma.museum,2
3,money.museum,2
3,monmouth.museum,2
3,monticello.museum,2
3,montreal.museum,2
3,moscow.museum,2
3,motorcycle.museum,2
3,muenchen.museum,2
3,muenster.museum,2
3,mulhouse.museum,2
3,muncie.museum,2
3,museet.museum,2
3,museumcenter.museum,2
3,museumvereniging.museum,2
3,music.museum,2
3,national.museum,2
3,nationalfirearms.museum,2
3,nationalheritage.museum,2
3,nativeamerican.museum,2
3,naturalhistory.museum,2
3,naturalhistorymuseum.museum,2
3,naturalsciences.museum,2
3,nature.museum,2
3,naturhistorisches.museum,2
3,natuurwetenschappen.museum,2
3,naumburg.museum,2
3,naval.museum,2
3,nebraska.museum,2
3,neues.museum,2
3,newhampshire.museum,2
3,newjersey.museum,2
3,newmexico.museum,2
3,newport.museum,2
3,newspaper.museum,2
3,newyork.museum,2
3,niepce.museum,2
3,norfolk.museum,2
3,north.museum,2
3,nrw.museum,2
3,nuernberg.museum,2
3,nuremberg.museum,2
3,nyc.museum,2
3,nyny.museum,2
3,oceanographic.museum,2
3,oceanographique.museum,2
3,omaha.museum,2
3,online.museum,2
3,ontario.museum,2
3,openair.museum,2
3,oregon.museum,2
3,oregontrail.museum,2
3,otago.museum,2
3,oxford.museum,2
3,pacific.museum,2
3,paderborn.museum,2
3,palace.museum,2
3,paleo.museum,2
3,palmsprings.museum,2
3,panama.museum,2
3,paris.museum,2
3,pasadena.museum,2
3,pharmacy.museum,2
3,philadelphia.museum,2
3,philadelphiaarea.museum,2
3,philately.museum,2
3,phoenix.museum,2
3,photography.museum,2
3,pilots.museum,2
3,pittsburgh.museum,2
3,planetarium.museum,2
3,plantation.museum,2
3,plants.museum,2
3,plaza.museum,2
3,portal.museum,2
3,portland.museum,2
3,portlligat.museum,2
3,posts-and-telecommunications.museum,2
3,preservation.museum,2
3,presidio.museum,2
3,press.museum,2
3,project.museum,2
3,public.museum,2
3,pubol.museum,2
3,quebec.museum,2
3,railroad.museum,2
3,railway.museum,2
3,research.museum,2
3,resistance.museum,2
3,riodejaneiro.museum,2
3,rochester.museum,2
3,rockart.museum,2
3,roma.museum,2
3,russia.museum,2
3,saintlouis.museum,2
3,salem.museum,2
3,salvadordali.museum,2
3,salzburg.museum,2
3,sandiego.museum,2
3,sanfrancisco.museum,2
3,santabarbara.museum,2
3,santacruz.museum,2
3,santafe.museum,2
3,saskatchewan.museum,2
3,satx.museum,2
3,savannahga.museum,2
3,schlesisches.museum,2
3,schoenbrunn.museum,2
3,schokoladen.museum,2
3,school.museum,2
3,schweiz.museum,2
3,science.museum,2
3,scienceandhistory.museum,2
3,scienceandindustry.museum,2
3,sciencecenter.museum,2
3,sciencecenters.museum,2
3,science-fiction.museum,2
3,sciencehistory.museum,2
3,sciences.museum,2
3,sciencesnaturelles.museum,2
3,scotland.museum,2
3,seaport.museum,2
3,settlement.museum,2
3,settlers.museum,2
3,shell.museum,2
3,sherbrooke.museum,2
3,sibenik.museum,2
3,silk.museum,2
3,ski.museum,2
3,skole.museum,2
3,society.museum,2
3,sologne.museum,2
3,soundandvision.museum,2
3,southcarolina.museum,2
3,southwest.museum,2
3,space.museum,2
3,spy.museum,2
3,square.museum,2
3,stadt.museum,2
3,stalbans.museum,2
3,starnberg.museum,2
3,state.museum,2
3,stateofdelaware.museum,2
3,station.museum,2
3,steam.museum,2
3,steiermark.museum,2
3,stjohn.museum,2
3,stockholm.museum,2
3,stpetersburg.museum,2
3,stuttgart.museum,2
3,suisse.museum,2
3,surgeonshall.museum,2
3,surrey.museum,2
3,svizzera.museum,2
3,sweden.museum,2
3,sydney.museum,2
3,tank.museum,2
3,tcm.museum,2
3,technology.museum,2
3,telekommunikation.museum,2
3,television.museum,2
3,texas.museum,2
3,textile.museum,2
3,theater.museum,2
3,time.museum,2
3,timekeeping.museum,2
3,topology.museum,2
3,torino.museum,2
3,touch.museum,2
3,town.museum,2
3,transport.museum,2
3,tree.museum,2
3,trolley.museum,2
3,trust.museum,2
3,trustee.museum,2
3,uhren.museum,2
3,ulm.museum,2
3,undersea.museum,2
3,university.museum,2
3,usa.museum,2
3,usantiques.museum,2
3,usarts.museum,2
3,uscountryestate.museum,2
3,usculture.museum,2
3,usdecorativearts.museum,2
3,usgarden.museum,2
3,ushistory.museum,2
3,ushuaia.museum,2
3,uslivinghistory.museum,2
3,utah.museum,2
3,uvic.museum,2
3,valley.museum,2
3,vantaa.museum,2
3,versailles.museum,2
3,viking.museum,2
3,village.museum,2
3,virginia.museum,2
3,virtual.museum,2
3,virtuel.museum,2
3,vlaanderen.museum,2
3,volkenkunde.museum,2
3,wales.museum,2
3,wallonie.museum,2
3,war.museum,2
3,washingtondc.museum,2
3,watchandclock.museum,2
3,watch-and-clock.museum,2
3,western.museum,2
3,westfalen.museum,2
3,whaling.museum,2
3,wildlife.museum,2
3,williamsburg.museum,2
3,windmill.museum,2
3,workshop.museum,2
3,york.museum,2
3,yorkshire.museum,2
3,yosemite.museum,2
3,youth.museum,2
3,zoological.museum,2
3,zoology.museum,2
3,xn--h1aegh.museum,2
3,иком.museum,2
2,mv,1
3,aero.mv,2
3,biz.mv,2
3,com.mv,2
3,coop.mv,2
3,edu.mv,2
3,gov.mv,2
3,info.mv,2
3,int.mv,2
3,mil.mv,2
3,museum.mv,2
3,name.mv,2
3,net.mv,2
3,org.mv,2
3,pro.mv,2
2,mw,1
3,ac.mw,2
3,biz.mw,2
3,co.mw,2
3,com.mw,2
3,coop.mw,2
3,edu.mw,2
3,gov.mw,2
3,int.mw,2
3,museum.mw,2
3,net.mw,2
3,org.mw,2
2,mx,1
3,com.mx,2
3,org.mx,2
3,gob.mx,2
3,edu.mx,2
3,net.mx,2
2,my,1
3,com.my,2
3,net.my,2
3,org.my,2
3,gov.my,2
3,edu.my,2
3,mil.my,2
3,name.my,2
3,mz,1
2,teledata.mz,2
2,na,1
3,info.na,2
3,pro.na,2
3,name.na,2
3,school.na,2
3,or.na,2
3,dr.na,2
3,us.na,2
3,mx.na,2
3,ca.na,2
3,in.na,2
3,cc.na,2
3,tv.na,2
3,ws.na,2
3,mobi.na,2
3,co.na,2
3,com.na,2
3,org.na,2
2,name,1
2,nc,1
3,asso.nc,2
2,ne,1
2,net,1
2,nf,1
3,com.nf,2
3,net.nf,2
3,per.nf,2
3,rec.nf,2
3,web.nf,2
3,arts.nf,2
3,firm.nf,2
3,info.nf,2
3,other.nf,2
3,store.nf,2
2,ng,1
3,com.ng,2
3,edu.ng,2
3,name.ng,2
3,net.ng,2
3,org.ng,2
3,sch.ng,2
3,gov.ng,2
3,mil.ng,2
3,mobi.ng,2
3,ni,1
2,nl,1
3,bv.nl,2
2,no,1
3,fhs.no,2
3,vgs.no,2
3,fylkesbibl.no,2
3,folkebibl.no,2
3,museum.no,2
3,idrett.no,2
3,priv.no,2
3,mil.no,2
3,stat.no,2
3,dep.no,2
3,kommune.no,2
3,herad.no,2
3,aa.no,2
3,ah.no,2
3,bu.no,2
3,fm.no,2
3,hl.no,2
3,hm.no,2
3,jan-mayen.no,2
3,mr.no,2
3,nl.no,2
3,nt.no,2
3,of.no,2
3,ol.no,2
3,oslo.no,2
3,rl.no,2
3,sf.no,2
3,st.no,2
3,svalbard.no,2
3,tm.no,2
3,tr.no,2
3,va.no,2
3,vf.no,2
4,gs.aa.no,3
4,gs.ah.no,3
4,gs.bu.no,3
4,gs.fm.no,3
4,gs.hl.no,3
4,gs.hm.no,3
4,gs.jan-mayen.no,3
4,gs.mr.no,3
4,gs.nl.no,3
4,gs.nt.no,3
4,gs.of.no,3
4,gs.ol.no,3
4,gs.oslo.no,3
4,gs.rl.no,3
4,gs.sf.no,3
4,gs.st.no,3
4,gs.svalbard.no,3
4,gs.tm.no,3
4,gs.tr.no,3
4,gs.va.no,3
4,gs.vf.no,3
3,akrehamn.no,2
3,xn--krehamn-dxa.no,2
3,åkrehamn.no,2
3,algard.no,2
3,xn--lgrd-poac.no,2
3,ålgård.no,2
3,arna.no,2
3,brumunddal.no,2
3,bryne.no,2
3,bronnoysund.no,2
3,xn--brnnysund-m8ac.no,2
3,brønnøysund.no,2
3,drobak.no,2
3,drøbak.no,2
3,xn--drbak-wua.no,2
3,egersund.no,2
3,fetsund.no,2
3,floro.no,2
3,florø.no,2
3,xn--flor-jra.no,2
3,fredrikstad.no,2
3,hokksund.no,2
3,honefoss.no,2
3,hønefoss.no,2
3,xn--hnefoss-q1a.no,2
3,jessheim.no,2
3,jorpeland.no,2
3,xn--jrpeland-54a.no,2
3,jørpeland.no,2
3,kirkenes.no,2
3,kopervik.no,2
3,krokstadelva.no,2
3,langevag.no,2
3,xn--langevg-jxa.no,2
3,langevåg.no,2
3,leirvik.no,2
3,mjondalen.no,2
3,mjøndalen.no,2
3,xn--mjndalen-64a.no,2
3,mo-i-rana.no,2
3,mosjoen.no,2
3,xn--mosjen-eya.no,2
3,mosjøen.no,2
3,nesoddtangen.no,2
3,orkanger.no,2
3,osoyro.no,2
3,osøyro.no,2
3,xn--osyro-wua.no,2
3,raholt.no,2
3,råholt.no,2
3,xn--rholt-mra.no,2
3,sandnessjoen.no,2
3,xn--sandnessjen-ogb.no,2
3,sandnessjøen.no,2
3,skedsmokorset.no,2
3,slattum.no,2
3,spjelkavik.no,2
3,stathelle.no,2
3,stavern.no,2
3,stjordalshalsen.no,2
3,xn--stjrdalshalsen-sqb.no,2
3,stjørdalshalsen.no,2
3,tananger.no,2
3,tranby.no,2
3,vossevangen.no,2
3,afjord.no,2
3,xn--fjord-lra.no,2
3,åfjord.no,2
3,agdenes.no,2
3,al.no,2
3,xn--l-1fa.no,2
3,ål.no,2
3,alesund.no,2
3,ålesund.no,2
3,xn--lesund-hua.no,2
3,alstahaug.no,2
3,alta.no,2
3,áltá.no,2
3,xn--lt-liac.no,2
3,alaheadju.no,2
3,xn--laheadju-7ya.no,2
3,álaheadju.no,2
3,alvdal.no,2
3,amli.no,2
3,åmli.no,2
3,xn--mli-tla.no,2
3,amot.no,2
3,xn--mot-tla.no,2
3,åmot.no,2
3,andebu.no,2
3,andoy.no,2
3,xn--andy-ira.no,2
3,andøy.no,2
3,andasuolo.no,2
3,ardal.no,2
3,xn--rdal-poa.no,2
3,årdal.no,2
3,aremark.no,2
3,arendal.no,2
3,ås.no,2
3,xn--s-1fa.no,2
3,aseral.no,2
3,xn--seral-lra.no,2
3,åseral.no,2
3,asker.no,2
3,askim.no,2
3,askvoll.no,2
3,askoy.no,2
3,askøy.no,2
3,xn--asky-ira.no,2
3,asnes.no,2
3,åsnes.no,2
3,xn--snes-poa.no,2
3,audnedaln.no,2
3,aukra.no,2
3,aure.no,2
3,aurland.no,2
3,aurskog-holand.no,2
3,xn--aurskog-hland-jnb.no,2
3,aurskog-høland.no,2
3,austevoll.no,2
3,austrheim.no,2
3,averoy.no,2
3,xn--avery-yua.no,2
3,averøy.no,2
3,balestrand.no,2
3,ballangen.no,2
3,balat.no,2
3,xn--blt-elab.no,2
3,bálát.no,2
3,balsfjord.no,2
3,bahccavuotna.no,2
3,xn--bhccavuotna-k7a.no,2
3,báhccavuotna.no,2
3,bamble.no,2
3,bardu.no,2
3,beardu.no,2
3,beiarn.no,2
3,bajddar.no,2
3,xn--bjddar-pta.no,2
3,bájddar.no,2
3,baidar.no,2
3,báidár.no,2
3,xn--bidr-5nac.no,2
3,berg.no,2
3,bergen.no,2
3,berlevag.no,2
3,berlevåg.no,2
3,xn--berlevg-jxa.no,2
3,bearalvahki.no,2
3,xn--bearalvhki-y4a.no,2
3,bearalváhki.no,2
3,bindal.no,2
3,birkenes.no,2
3,bjarkoy.no,2
3,xn--bjarky-fya.no,2
3,bjarkøy.no,2
3,bjerkreim.no,2
3,bjugn.no,2
3,bodo.no,2
3,bodø.no,2
3,xn--bod-2na.no,2
3,badaddja.no,2
3,xn--bdddj-mrabd.no,2
3,bådåddjå.no,2
3,budejju.no,2
3,bokn.no,2
3,bremanger.no,2
3,bronnoy.no,2
3,xn--brnny-wuac.no,2
3,brønnøy.no,2
3,bygland.no,2
3,bykle.no,2
3,barum.no,2
3,bærum.no,2
3,xn--brum-voa.no,2
4,bo.telemark.no,3
4,bø.telemark.no,3
4,xn--b-5ga.telemark.no,3
4,bo.nordland.no,3
4,xn--b-5ga.nordland.no,3
4,bø.nordland.no,3
3,bievat.no,2
3,xn--bievt-0qa.no,2
3,bievát.no,2
3,bomlo.no,2
3,bømlo.no,2
3,xn--bmlo-gra.no,2
3,batsfjord.no,2
3,båtsfjord.no,2
3,xn--btsfjord-9za.no,2
3,bahcavuotna.no,2
3,xn--bhcavuotna-s4a.no,2
3,báhcavuotna.no,2
3,dovre.no,2
3,drammen.no,2
3,drangedal.no,2
3,dyroy.no,2
3,dyrøy.no,2
3,xn--dyry-ira.no,2
3,donna.no,2
3,xn--dnna-gra.no,2
3,dønna.no,2
3,eid.no,2
3,eidfjord.no,2
3,eidsberg.no,2
3,eidskog.no,2
3,eidsvoll.no,2
3,eigersund.no,2
3,elverum.no,2
3,enebakk.no,2
3,engerdal.no,2
3,etne.no,2
3,etnedal.no,2
3,evenes.no,2
3,evenassi.no,2
3,xn--eveni-0qa01ga.no,2
3,evenášši.no,2
3,evje-og-hornnes.no,2
3,farsund.no,2
3,fauske.no,2
3,fuossko.no,2
3,fuoisku.no,2
3,fedje.no,2
3,fet.no,2
3,finnoy.no,2
3,finnøy.no,2
3,xn--finny-yua.no,2
3,fitjar.no,2
3,fjaler.no,2
3,fjell.no,2
3,flakstad.no,2
3,flatanger.no,2
3,flekkefjord.no,2
3,flesberg.no,2
3,flora.no,2
3,fla.no,2
3,flå.no,2
3,xn--fl-zia.no,2
3,folldal.no,2
3,forsand.no,2
3,fosnes.no,2
3,frei.no,2
3,frogn.no,2
3,froland.no,2
3,frosta.no,2
3,frana.no,2
3,fræna.no,2
3,xn--frna-woa.no,2
3,froya.no,2
3,frøya.no,2
3,xn--frya-hra.no,2
3,fusa.no,2
3,fyresdal.no,2
3,forde.no,2
3,xn--frde-gra.no,2
3,førde.no,2
3,gamvik.no,2
3,gangaviika.no,2
3,gáŋgaviika.no,2
3,xn--ggaviika-8ya47h.no,2
3,gaular.no,2
3,gausdal.no,2
3,gildeskal.no,2
3,xn--gildeskl-g0a.no,2
3,gildeskål.no,2
3,giske.no,2
3,gjemnes.no,2
3,gjerdrum.no,2
3,gjerstad.no,2
3,gjesdal.no,2
3,gjovik.no,2
3,xn--gjvik-wua.no,2
3,gjøvik.no,2
3,gloppen.no,2
3,gol.no,2
3,gran.no,2
3,grane.no,2
3,granvin.no,2
3,gratangen.no,2
3,grimstad.no,2
3,grong.no,2
3,kraanghke.no,2
3,xn--kranghke-b0a.no,2
3,kråanghke.no,2
3,grue.no,2
3,gulen.no,2
3,hadsel.no,2
3,halden.no,2
3,halsa.no,2
3,hamar.no,2
3,hamaroy.no,2
3,habmer.no,2
3,xn--hbmer-xqa.no,2
3,hábmer.no,2
3,hapmir.no,2
3,xn--hpmir-xqa.no,2
3,hápmir.no,2
3,hammerfest.no,2
3,hammarfeasta.no,2
3,xn--hmmrfeasta-s4ac.no,2
3,hámmárfeasta.no,2
3,haram.no,2
3,hareid.no,2
3,harstad.no,2
3,hasvik.no,2
3,aknoluokta.no,2
3,ákŋoluokta.no,2
3,xn--koluokta-7ya57h.no,2
3,hattfjelldal.no,2
3,aarborte.no,2
3,haugesund.no,2
3,hemne.no,2
3,hemnes.no,2
3,hemsedal.no,2
4,heroy.more-og-romsdal.no,3
4,xn--hery-ira.xn--mre-og-romsdal-qqb.no,3
4,herøy.møre-og-romsdal.no,3
4,heroy.nordland.no,3
4,xn--hery-ira.nordland.no,3
4,herøy.nordland.no,3
3,hitra.no,2
3,hjartdal.no,2
3,hjelmeland.no,2
3,hobol.no,2
3,xn--hobl-ira.no,2
3,hobøl.no,2
3,hof.no,2
3,hol.no,2
3,hole.no,2
3,holmestrand.no,2
3,holtalen.no,2
3,holtålen.no,2
3,xn--holtlen-hxa.no,2
3,hornindal.no,2
3,horten.no,2
3,hurdal.no,2
3,hurum.no,2
3,hvaler.no,2
3,hyllestad.no,2
3,hagebostad.no,2
3,hægebostad.no,2
3,xn--hgebostad-g3a.no,2
3,hoyanger.no,2
3,høyanger.no,2
3,xn--hyanger-q1a.no,2
3,hoylandet.no,2
3,xn--hylandet-54a.no,2
3,høylandet.no,2
3,ha.no,2
3,hå.no,2
3,xn--h-2fa.no,2
3,ibestad.no,2
3,inderoy.no,2
3,xn--indery-fya.no,2
3,inderøy.no,2
3,iveland.no,2
3,jevnaker.no,2
3,jondal.no,2
3,jolster.no,2
3,jølster.no,2
3,xn--jlster-bya.no,2
3,karasjok.no,2
3,karasjohka.no,2
3,xn--krjohka-hwab49j.no,2
3,kárášjohka.no,2
3,karlsoy.no,2
3,galsa.no,2
3,xn--gls-elac.no,2
3,gálsá.no,2
3,karmoy.no,2
3,karmøy.no,2
3,xn--karmy-yua.no,2
3,kautokeino.no,2
3,guovdageaidnu.no,2
3,klepp.no,2
3,klabu.no,2
3,xn--klbu-woa.no,2
3,klæbu.no,2
3,kongsberg.no,2
3,kongsvinger.no,2
3,kragero.no,2
3,kragerø.no,2
3,xn--krager-gya.no,2
